Airline,Departing_Port,Arriving_Port,Flight_Scheduled,Flights_Flown,Year,Month_Num
Qantas,Brisbane,Cairns,34,34,2019,10
Qantas,Brisbane,Canberra,11,11,2019,10
Qantas,Brisbane,Darwin,36,36,2019,10
Qantas,Brisbane,Melbourne,425,422,2019,10
Qantas,Brisbane,Perth,151,151,2019,10
Qantas,Brisbane,Sydney,635,631,2019,10
Qantas,Brisbane,Townsville,59,59,2019,10
Qantas,Broome,Perth,3,3,2019,10
Qantas,Cairns,Brisbane,34,34,2019,10
Qantas,Cairns,Melbourne,32,32,2019,10
Qantas,Cairns,Sydney,62,61,2019,10
Qantas,Canberra,Adelaide,49,49,2019,10
Qantas,Canberra,Brisbane,11,11,2019,10
Qantas,Canberra,Melbourne,248,243,2019,10
Qantas,Canberra,Sydney,5,5,2019,10
Qantas,Darwin,Alice Springs,52,52,2019,10
Qantas,Darwin,Brisbane,37,37,2019,10
Qantas,Darwin,Melbourne,31,31,2019,10
Qantas,Darwin,Perth,31,31,2019,10
Qantas,Darwin,Sydney,51,51,2019,10
Qantas,Gold Coast,Melbourne,32,32,2019,10
Qantas,Gold Coast,Sydney,74,73,2019,10
Qantas,Hamilton Island,Sydney,11,11,2019,10
Qantas,Hobart,Melbourne,115,115,2019,10
Qantas,Kalgoorlie,Perth,7,7,2019,10
Qantas,Karratha,Perth,44,40,2019,10
Qantas,Melbourne,Adelaide,301,300,2019,10
Qantas,Melbourne,Brisbane,423,422,2019,10
Qantas,Melbourne,Cairns,32,32,2019,10
Qantas,Melbourne,Canberra,248,243,2019,10
Qantas,Melbourne,Darwin,31,31,2019,10
Qantas,Melbourne,Gold Coast,32,32,2019,10
Qantas,Melbourne,Hobart,115,115,2019,10
Qantas,Melbourne,Perth,206,206,2019,10
Qantas,Melbourne,Sydney,1149,1068,2019,10
Qantas,Newman,Perth,32,30,2019,10
Qantas,Perth,Adelaide,125,125,2019,10
Qantas,Perth,Brisbane,151,151,2019,10
Qantas,Perth,Broome,3,3,2019,10
Qantas,Perth,Darwin,30,30,2019,10
Qantas,Perth,Kalgoorlie,7,7,2019,10
Qantas,Perth,Karratha,44,40,2019,10
Qantas,Perth,Melbourne,205,204,2019,10
Qantas,Perth,Newman,32,31,2019,10
Qantas,Perth,Port Hedland,27,27,2019,10
Qantas,Perth,Sydney,212,211,2019,10
Qantas,Port Hedland,Perth,27,27,2019,10
Qantas,Sydney,Adelaide,245,245,2019,10
Qantas,Sydney,Brisbane,635,631,2019,10
Qantas,Sydney,Cairns,61,61,2019,10
Qantas,Sydney,Canberra,5,5,2019,10
Qantas,Sydney,Darwin,50,50,2019,10
Qantas,Sydney,Gold Coast,74,73,2019,10
Qantas,Sydney,Hamilton Island,11,11,2019,10
Qantas,Sydney,Melbourne,1151,1072,2019,10
Qantas,Sydney,Perth,212,211,2019,10
Qantas,Townsville,Brisbane,59,59,2019,10
QantasLink,Adelaide,Canberra,4,4,2019,10
QantasLink,Adelaide,Port Lincoln,102,101,2019,10
QantasLink,Albury,Sydney,107,106,2019,10
QantasLink,Alice Springs,Darwin,10,10,2019,10
QantasLink,Armidale,Sydney,124,124,2019,10
QantasLink,Brisbane,Bundaberg,124,123,2019,10
QantasLink,Brisbane,Cairns,134,132,2019,10
QantasLink,Brisbane,Canberra,147,142,2019,10
QantasLink,Brisbane,Emerald,126,124,2019,10
QantasLink,Brisbane,Gladstone,143,143,2019,10
QantasLink,Brisbane,Hamilton Island,31,30,2019,10
QantasLink,Brisbane,Mackay,147,144,2019,10
QantasLink,Brisbane,Mount Isa,57,57,2019,10
QantasLink,Brisbane,Newcastle,95,94,2019,10
QantasLink,Brisbane,Rockhampton,186,186,2019,10
QantasLink,Brisbane,Townsville,99,97,2019,10
QantasLink,Broome,Perth,93,93,2019,10
QantasLink,Bundaberg,Brisbane,124,123,2019,10
QantasLink,Cairns,Brisbane,133,128,2019,10
QantasLink,Cairns,Townsville,138,137,2019,10
QantasLink,Canberra,Adelaide,4,4,2019,10
QantasLink,Canberra,Brisbane,147,141,2019,10
QantasLink,Canberra,Melbourne,45,44,2019,10
QantasLink,Canberra,Sydney,495,480,2019,10
QantasLink,Coffs Harbour,Sydney,148,146,2019,10
QantasLink,Darwin,Alice Springs,10,10,2019,10
QantasLink,Dubbo,Sydney,124,124,2019,10
QantasLink,Emerald,Brisbane,126,124,2019,10
QantasLink,Gladstone,Brisbane,143,143,2019,10
QantasLink,Gold Coast,Sydney,57,56,2019,10
QantasLink,Hamilton Island,Brisbane,31,30,2019,10
QantasLink,Hamilton Island,Sydney,20,17,2019,10
QantasLink,Hobart,Sydney,76,75,2019,10
QantasLink,Kalgoorlie,Perth,83,82,2019,10
QantasLink,Karratha,Perth,148,146,2019,10
QantasLink,Launceston,Melbourne,120,119,2019,10
QantasLink,Mackay,Brisbane,140,137,2019,10
QantasLink,Melbourne,Canberra,45,45,2019,10
QantasLink,Melbourne,Launceston,121,120,2019,10
QantasLink,Melbourne,Mildura,98,96,2019,10
QantasLink,Mildura,Melbourne,98,95,2019,10
QantasLink,Mount Isa,Brisbane,58,58,2019,10
QantasLink,Newcastle,Brisbane,94,93,2019,10
QantasLink,Newman,Perth,119,114,2019,10
QantasLink,Perth,Broome,94,94,2019,10
QantasLink,Perth,Kalgoorlie,84,82,2019,10
QantasLink,Perth,Karratha,148,147,2019,10
QantasLink,Perth,Newman,120,116,2019,10
QantasLink,Perth,Port Hedland,131,126,2019,10
QantasLink,Port Hedland,Perth,131,124,2019,10
QantasLink,Port Lincoln,Adelaide,102,101,2019,10
QantasLink,Port Macquarie,Sydney,128,127,2019,10
QantasLink,Rockhampton,Brisbane,191,191,2019,10
QantasLink,Sunshine Coast,Sydney,58,58,2019,10
QantasLink,Sydney,Albury,107,106,2019,10
QantasLink,Sydney,Armidale,122,122,2019,10
QantasLink,Sydney,Canberra,491,483,2019,10
QantasLink,Sydney,Coffs Harbour,148,146,2019,10
QantasLink,Sydney,Dubbo,124,124,2019,10
QantasLink,Sydney,Gold Coast,57,55,2019,10
QantasLink,Sydney,Hamilton Island,20,17,2019,10
QantasLink,Sydney,Hobart,76,76,2019,10
QantasLink,Sydney,Port Macquarie,128,128,2019,10
QantasLink,Sydney,Sunshine Coast,58,58,2019,10
QantasLink,Sydney,Tamworth,134,133,2019,10
QantasLink,Sydney,Wagga Wagga,116,116,2019,10
QantasLink,Tamworth,Sydney,133,131,2019,10
QantasLink,Townsville,Brisbane,99,97,2019,10
QantasLink,Townsville,Cairns,139,138,2019,10
QantasLink,Wagga Wagga,Sydney,116,115,2019,10
Regional Express,Adelaide,Port Lincoln,217,217,2019,10
Regional Express,Albury,Sydney,108,106,2019,10
Regional Express,Armidale,Sydney,73,73,2019,10
Regional Express,Ballina,Sydney,26,26,2019,10
Regional Express,Cairns,Townsville,13,13,2019,10
Regional Express,Dubbo,Sydney,132,131,2019,10
Regional Express,Melbourne,Mildura,88,88,2019,10
Regional Express,Mildura,Melbourne,88,88,2019,10
Regional Express,Port Lincoln,Adelaide,217,216,2019,10
Regional Express,Sydney,Albury,106,104,2019,10
Regional Express,Sydney,Armidale,74,74,2019,10
Regional Express,Sydney,Ballina,26,26,2019,10
Regional Express,Sydney,Dubbo,135,135,2019,10
Regional Express,Sydney,Wagga Wagga,137,137,2019,10
Regional Express,Townsville,Cairns,13,13,2019,10
Regional Express,Wagga Wagga,Sydney,136,136,2019,10
Tigerair Australia,Adelaide,Brisbane,31,31,2019,10
Tigerair Australia,Adelaide,Melbourne,76,76,2019,10
Tigerair Australia,Adelaide,Sydney,31,31,2019,10
Tigerair Australia,Brisbane,Adelaide,31,31,2019,10
Tigerair Australia,Brisbane,Cairns,31,31,2019,10
Tigerair Australia,Brisbane,Canberra,30,30,2019,10
Tigerair Australia,Brisbane,Darwin,17,17,2019,10
Tigerair Australia,Brisbane,Melbourne,109,109,2019,10
Tigerair Australia,Brisbane,Sydney,131,130,2019,10
Tigerair Australia,Cairns,Brisbane,31,31,2019,10
Tigerair Australia,Cairns,Melbourne,43,43,2019,10
Tigerair Australia,Cairns,Sydney,37,36,2019,10
Tigerair Australia,Canberra,Brisbane,30,30,2019,10
Tigerair Australia,Canberra,Melbourne,38,38,2019,10
Tigerair Australia,Coffs Harbour,Sydney,23,23,2019,10
Tigerair Australia,Darwin,Brisbane,18,18,2019,10
Tigerair Australia,Gold Coast,Melbourne,93,91,2019,10
Tigerair Australia,Gold Coast,Sydney,97,97,2019,10
Tigerair Australia,Hobart,Melbourne,41,41,2019,10
Tigerair Australia,Melbourne,Adelaide,76,76,2019,10
Tigerair Australia,Melbourne,Brisbane,109,109,2019,10
Tigerair Australia,Melbourne,Cairns,43,43,2019,10
Tigerair Australia,Melbourne,Canberra,38,38,2019,10
Tigerair Australia,Melbourne,Gold Coast,93,91,2019,10
Tigerair Australia,Melbourne,Hobart,41,41,2019,10
Tigerair Australia,Melbourne,Perth,54,54,2019,10
Tigerair Australia,Melbourne,Sydney,243,236,2019,10
Tigerair Australia,Perth,Melbourne,55,55,2019,10
Tigerair Australia,Perth,Sydney,28,28,2019,10
Tigerair Australia,Proserpine,Sydney,21,21,2019,10
Tigerair Australia,Sydney,Adelaide,31,31,2019,10
Tigerair Australia,Sydney,Brisbane,131,130,2019,10
Tigerair Australia,Sydney,Cairns,37,36,2019,10
Tigerair Australia,Sydney,Coffs Harbour,23,23,2019,10
Tigerair Australia,Sydney,Gold Coast,97,97,2019,10
Tigerair Australia,Sydney,Melbourne,243,237,2019,10
Tigerair Australia,Sydney,Perth,27,27,2019,10
Tigerair Australia,Sydney,Proserpine,21,21,2019,10
Virgin Australia,Adelaide,Alice Springs,12,12,2019,10
Virgin Australia,Adelaide,Brisbane,116,116,2019,10
Virgin Australia,Adelaide,Canberra,27,27,2019,10
Virgin Australia,Adelaide,Gold Coast,33,33,2019,10
Virgin Australia,Adelaide,Melbourne,276,269,2019,10
Virgin Australia,Adelaide,Perth,45,45,2019,10
Virgin Australia,Adelaide,Sydney,171,171,2019,10
Virgin Australia,Albury,Sydney,55,55,2019,10
Virgin Australia,Alice Springs,Adelaide,12,12,2019,10
Virgin Australia,Alice Springs,Darwin,12,12,2019,10
Virgin Australia,Ayers Rock,Sydney,31,31,2019,10
Virgin Australia,Ballina,Sydney,34,34,2019,10
Virgin Australia,Brisbane,Adelaide,116,116,2019,10
Virgin Australia,Brisbane,Bundaberg,31,31,2019,10
Virgin Australia,Brisbane,Cairns,134,134,2019,10
Virgin Australia,Brisbane,Canberra,105,104,2019,10
Virgin Australia,Brisbane,Darwin,31,31,2019,10
Virgin Australia,Brisbane,Emerald,53,53,2019,10
Virgin Australia,Brisbane,Gladstone,76,76,2019,10
Virgin Australia,Brisbane,Hamilton Island,31,31,2019,10
Virgin Australia,Brisbane,Hobart,39,39,2019,10
Virgin Australia,Brisbane,Mackay,146,146,2019,10
Virgin Australia,Brisbane,Melbourne,397,377,2019,10
Virgin Australia,Brisbane,Mount Isa,19,19,2019,10
Virgin Australia,Brisbane,Newcastle,88,88,2019,10
Virgin Australia,Brisbane,Perth,112,112,2019,10
Virgin Australia,Brisbane,Proserpine,42,42,2019,10
Virgin Australia,Brisbane,Rockhampton,143,143,2019,10
Virgin Australia,Brisbane,Sydney,536,527,2019,10
Virgin Australia,Brisbane,Townsville,143,142,2019,10
Virgin Australia,Broome,Perth,2,2,2019,10
Virgin Australia,Bundaberg,Brisbane,31,31,2019,10
Virgin Australia,Cairns,Brisbane,135,135,2019,10
Virgin Australia,Cairns,Melbourne,39,39,2019,10
Virgin Australia,Cairns,Sydney,92,92,2019,10
Virgin Australia,Canberra,Adelaide,27,27,2019,10
Virgin Australia,Canberra,Brisbane,105,104,2019,10
Virgin Australia,Canberra,Melbourne,166,163,2019,10
Virgin Australia,Canberra,Sydney,262,256,2019,10
Virgin Australia,Coffs Harbour,Sydney,31,31,2019,10
Virgin Australia,Darwin,Alice Springs,12,12,2019,10
Virgin Australia,Darwin,Brisbane,31,31,2019,10
Virgin Australia,Darwin,Melbourne,34,34,2019,10
Virgin Australia,Darwin,Perth,23,23,2019,10
Virgin Australia,Darwin,Sydney,31,31,2019,10
Virgin Australia,Emerald,Brisbane,53,53,2019,10
Virgin Australia,Gladstone,Brisbane,76,76,2019,10
Virgin Australia,Gold Coast,Adelaide,34,34,2019,10
Virgin Australia,Gold Coast,Melbourne,195,195,2019,10
Virgin Australia,Gold Coast,Sydney,266,264,2019,10
Virgin Australia,Hamilton Island,Brisbane,31,31,2019,10
Virgin Australia,Hamilton Island,Sydney,31,31,2019,10
Virgin Australia,Hobart,Brisbane,39,39,2019,10
Virgin Australia,Hobart,Melbourne,145,145,2019,10
Virgin Australia,Hobart,Sydney,76,76,2019,10
Virgin Australia,Kalgoorlie,Perth,28,27,2019,10
Virgin Australia,Karratha,Perth,1,1,2019,10
Virgin Australia,Launceston,Melbourne,100,100,2019,10
Virgin Australia,Launceston,Sydney,31,31,2019,10
Virgin Australia,Mackay,Brisbane,146,146,2019,10
Virgin Australia,Melbourne,Adelaide,274,268,2019,10
Virgin Australia,Melbourne,Brisbane,392,380,2019,10
Virgin Australia,Melbourne,Cairns,40,40,2019,10
Virgin Australia,Melbourne,Canberra,166,163,2019,10
Virgin Australia,Melbourne,Darwin,34,34,2019,10
Virgin Australia,Melbourne,Gold Coast,196,196,2019,10
Virgin Australia,Melbourne,Hobart,145,145,2019,10
Virgin Australia,Melbourne,Launceston,100,100,2019,10
Virgin Australia,Melbourne,Mildura,31,31,2019,10
Virgin Australia,Melbourne,Newcastle,36,36,2019,10
Virgin Australia,Melbourne,Perth,142,142,2019,10
Virgin Australia,Melbourne,Sunshine Coast,66,66,2019,10
Virgin Australia,Melbourne,Sydney,774,736,2019,10
Virgin Australia,Mildura,Melbourne,31,31,2019,10
Virgin Australia,Mount Isa,Brisbane,14,13,2019,10
Virgin Australia,Newcastle,Brisbane,87,87,2019,10
Virgin Australia,Newcastle,Melbourne,36,36,2019,10
Virgin Australia,Newman,Perth,19,19,2019,10
Virgin Australia,Perth,Adelaide,46,46,2019,10
Virgin Australia,Perth,Brisbane,113,113,2019,10
Virgin Australia,Perth,Broome,2,2,2019,10
Virgin Australia,Perth,Darwin,23,23,2019,10
Virgin Australia,Perth,Kalgoorlie,28,28,2019,10
Virgin Australia,Perth,Karratha,1,1,2019,10
Virgin Australia,Perth,Melbourne,142,142,2019,10
Virgin Australia,Perth,Newman,20,20,2019,10
Virgin Australia,Perth,Port Hedland,19,19,2019,10
Virgin Australia,Perth,Sydney,120,119,2019,10
Virgin Australia,Port Hedland,Perth,19,19,2019,10
Virgin Australia,Port Macquarie,Sydney,55,55,2019,10
Virgin Australia,Proserpine,Brisbane,42,42,2019,10
Virgin Australia,Rockhampton,Brisbane,143,143,2019,10
Virgin Australia,Sunshine Coast,Melbourne,66,66,2019,10
Virgin Australia,Sunshine Coast,Sydney,51,51,2019,10
Virgin Australia,Sydney,Adelaide,173,173,2019,10
Virgin Australia,Sydney,Albury,55,55,2019,10
Virgin Australia,Sydney,Ayers Rock,31,31,2019,10
Virgin Australia,Sydney,Ballina,34,34,2019,10
Virgin Australia,Sydney,Brisbane,535,521,2019,10
Virgin Australia,Sydney,Cairns,92,92,2019,10
Virgin Australia,Sydney,Canberra,262,256,2019,10
Virgin Australia,Sydney,Coffs Harbour,31,31,2019,10
Virgin Australia,Sydney,Darwin,31,31,2019,10
Virgin Australia,Sydney,Gold Coast,265,263,2019,10
Virgin Australia,Sydney,Hamilton Island,31,31,2019,10
Virgin Australia,Sydney,Hobart,76,76,2019,10
Virgin Australia,Sydney,Launceston,31,31,2019,10
Virgin Australia,Sydney,Melbourne,773,740,2019,10
Virgin Australia,Sydney,Perth,120,119,2019,10
Virgin Australia,Sydney,Port Macquarie,55,55,2019,10
Virgin Australia,Sydney,Sunshine Coast,51,51,2019,10
Virgin Australia,Sydney,Tamworth,53,53,2019,10
Virgin Australia,Sydney,Townsville,25,25,2019,10
Virgin Australia,Tamworth,Sydney,53,53,2019,10
Virgin Australia,Townsville,Brisbane,142,141,2019,10
Virgin Australia,Townsville,Sydney,25,25,2019,10
Virgin Australia Regional Airlines,Adelaide,Alice Springs,12,11,2019,10
Virgin Australia Regional Airlines,Adelaide,Melbourne,12,12,2019,10
Virgin Australia Regional Airlines,Adelaide,Perth,37,36,2019,10
Virgin Australia Regional Airlines,Alice Springs,Adelaide,10,10,2019,10
Virgin Australia Regional Airlines,Alice Springs,Darwin,11,10,2019,10
Virgin Australia Regional Airlines,Broome,Perth,70,69,2019,10
Virgin Australia Regional Airlines,Darwin,Alice Springs,10,10,2019,10
Virgin Australia Regional Airlines,Darwin,Perth,8,8,2019,10
Virgin Australia Regional Airlines,Kalgoorlie,Perth,47,47,2019,10
Virgin Australia Regional Airlines,Karratha,Perth,67,67,2019,10
Virgin Australia Regional Airlines,Melbourne,Adelaide,12,12,2019,10
Virgin Australia Regional Airlines,Newman,Perth,25,25,2019,10
Virgin Australia Regional Airlines,Perth,Adelaide,38,38,2019,10
Virgin Australia Regional Airlines,Perth,Broome,69,69,2019,10
Virgin Australia Regional Airlines,Perth,Darwin,8,8,2019,10
Virgin Australia Regional Airlines,Perth,Kalgoorlie,47,47,2019,10
Virgin Australia Regional Airlines,Perth,Karratha,67,67,2019,10
Virgin Australia Regional Airlines,Perth,Newman,25,25,2019,10
Virgin Australia Regional Airlines,Perth,Port Hedland,35,35,2019,10
Virgin Australia Regional Airlines,Port Hedland,Perth,35,35,2019,10
All Airlines,Adelaide,Alice Springs,55,54,2019,10
All Airlines,Adelaide,Brisbane,286,286,2019,10
All Airlines,Adelaide,Canberra,80,80,2019,10
All Airlines,Adelaide,Gold Coast,63,63,2019,10
All Airlines,Adelaide,Melbourne,768,754,2019,10
All Airlines,Adelaide,Perth,231,229,2019,10
All Airlines,Adelaide,Port Lincoln,319,318,2019,10
All Airlines,Adelaide,Sydney,561,559,2019,10
All Airlines,Albury,Sydney,270,267,2019,10
All Airlines,Alice Springs,Adelaide,53,53,2019,10
All Airlines,Alice Springs,Darwin,85,84,2019,10
All Airlines,Armidale,Sydney,197,197,2019,10
All Airlines,Ayers Rock,Sydney,62,61,2019,10
All Airlines,Ballina,Sydney,145,144,2019,10
All Airlines,Brisbane,Adelaide,285,285,2019,10
All Airlines,Brisbane,Bundaberg,155,154,2019,10
All Airlines,Brisbane,Cairns,437,432,2019,10
All Airlines,Brisbane,Canberra,293,287,2019,10
All Airlines,Brisbane,Darwin,107,107,2019,10
All Airlines,Brisbane,Emerald,179,177,2019,10
All Airlines,Brisbane,Gladstone,219,219,2019,10
All Airlines,Brisbane,Hamilton Island,62,61,2019,10
All Airlines,Brisbane,Hobart,66,66,2019,10
All Airlines,Brisbane,Mackay,325,322,2019,10
All Airlines,Brisbane,Melbourne,1090,1065,2019,10
All Airlines,Brisbane,Mount Isa,76,76,2019,10
All Airlines,Brisbane,Newcastle,254,253,2019,10
All Airlines,Brisbane,Perth,263,263,2019,10
All Airlines,Brisbane,Proserpine,76,76,2019,10
All Airlines,Brisbane,Rockhampton,329,329,2019,10
All Airlines,Brisbane,Sydney,1491,1464,2019,10
All Airlines,Brisbane,Townsville,359,356,2019,10
All Airlines,Broome,Perth,168,167,2019,10
All Airlines,Bundaberg,Brisbane,155,154,2019,10
All Airlines,Cairns,Brisbane,437,429,2019,10
All Airlines,Cairns,Melbourne,235,231,2019,10
All Airlines,Cairns,Sydney,300,296,2019,10
All Airlines,Cairns,Townsville,151,150,2019,10
All Airlines,Canberra,Adelaide,80,80,2019,10
All Airlines,Canberra,Brisbane,293,286,2019,10
All Airlines,Canberra,Melbourne,497,488,2019,10
All Airlines,Canberra,Sydney,762,741,2019,10
All Airlines,Coffs Harbour,Sydney,202,200,2019,10
All Airlines,Darwin,Alice Springs,84,84,2019,10
All Airlines,Darwin,Brisbane,109,109,2019,10
All Airlines,Darwin,Melbourne,91,91,2019,10
All Airlines,Darwin,Perth,62,62,2019,10
All Airlines,Darwin,Sydney,108,108,2019,10
All Airlines,Dubbo,Sydney,256,255,2019,10
All Airlines,Emerald,Brisbane,179,177,2019,10
All Airlines,Gladstone,Brisbane,219,219,2019,10
All Airlines,Gold Coast,Adelaide,64,64,2019,10
All Airlines,Gold Coast,Melbourne,536,532,2019,10
All Airlines,Gold Coast,Sydney,803,794,2019,10
All Airlines,Hamilton Island,Brisbane,62,61,2019,10
All Airlines,Hamilton Island,Sydney,88,85,2019,10
All Airlines,Hobart,Brisbane,67,67,2019,10
All Airlines,Hobart,Melbourne,468,466,2019,10
All Airlines,Hobart,Sydney,239,238,2019,10
All Airlines,Kalgoorlie,Perth,165,163,2019,10
All Airlines,Karratha,Perth,260,254,2019,10
All Airlines,Launceston,Melbourne,340,339,2019,10
All Airlines,Launceston,Sydney,76,75,2019,10
All Airlines,Mackay,Brisbane,317,314,2019,10
All Airlines,Melbourne,Adelaide,766,756,2019,10
All Airlines,Melbourne,Brisbane,1083,1068,2019,10
All Airlines,Melbourne,Cairns,235,231,2019,10
All Airlines,Melbourne,Canberra,497,489,2019,10
All Airlines,Melbourne,Darwin,91,91,2019,10
All Airlines,Melbourne,Gold Coast,537,534,2019,10
All Airlines,Melbourne,Hobart,468,466,2019,10
All Airlines,Melbourne,Launceston,341,340,2019,10
All Airlines,Melbourne,Mildura,217,215,2019,10
All Airlines,Melbourne,Newcastle,143,142,2019,10
All Airlines,Melbourne,Perth,450,450,2019,10
All Airlines,Melbourne,Sunshine Coast,163,162,2019,10
All Airlines,Melbourne,Sydney,2585,2430,2019,10
All Airlines,Mildura,Melbourne,217,214,2019,10
All Airlines,Mount Isa,Brisbane,72,71,2019,10
All Airlines,Newcastle,Brisbane,252,251,2019,10
All Airlines,Newcastle,Melbourne,142,141,2019,10
All Airlines,Newman,Perth,195,188,2019,10
All Airlines,Perth,Adelaide,234,233,2019,10
All Airlines,Perth,Brisbane,264,264,2019,10
All Airlines,Perth,Broome,168,168,2019,10
All Airlines,Perth,Darwin,61,61,2019,10
All Airlines,Perth,Kalgoorlie,166,164,2019,10
All Airlines,Perth,Karratha,260,255,2019,10
All Airlines,Perth,Melbourne,451,450,2019,10
All Airlines,Perth,Newman,197,192,2019,10
All Airlines,Perth,Port Hedland,212,207,2019,10
All Airlines,Perth,Sydney,387,385,2019,10
All Airlines,Port Hedland,Perth,212,205,2019,10
All Airlines,Port Lincoln,Adelaide,319,317,2019,10
All Airlines,Port Macquarie,Sydney,183,182,2019,10
All Airlines,Proserpine,Brisbane,76,76,2019,10
All Airlines,Proserpine,Sydney,35,35,2019,10
All Airlines,Rockhampton,Brisbane,334,334,2019,10
All Airlines,Sunshine Coast,Melbourne,162,161,2019,10
All Airlines,Sunshine Coast,Sydney,224,223,2019,10
All Airlines,Sydney,Adelaide,563,561,2019,10
All Airlines,Sydney,Albury,268,265,2019,10
All Airlines,Sydney,Armidale,196,196,2019,10
All Airlines,Sydney,Ayers Rock,63,63,2019,10
All Airlines,Sydney,Ballina,146,146,2019,10
All Airlines,Sydney,Brisbane,1490,1461,2019,10
All Airlines,Sydney,Cairns,298,295,2019,10
All Airlines,Sydney,Canberra,758,744,2019,10
All Airlines,Sydney,Coffs Harbour,202,200,2019,10
All Airlines,Sydney,Darwin,107,107,2019,10
All Airlines,Sydney,Dubbo,259,259,2019,10
All Airlines,Sydney,Gold Coast,802,790,2019,10
All Airlines,Sydney,Hamilton Island,88,85,2019,10
All Airlines,Sydney,Hobart,240,240,2019,10
All Airlines,Sydney,Launceston,76,75,2019,10
All Airlines,Sydney,Melbourne,2587,2441,2019,10
All Airlines,Sydney,Perth,386,384,2019,10
All Airlines,Sydney,Port Macquarie,183,183,2019,10
All Airlines,Sydney,Proserpine,34,34,2019,10
All Airlines,Sydney,Sunshine Coast,224,223,2019,10
All Airlines,Sydney,Tamworth,187,186,2019,10
All Airlines,Sydney,Townsville,54,54,2019,10
All Airlines,Sydney,Wagga Wagga,253,253,2019,10
All Airlines,Tamworth,Sydney,186,184,2019,10
All Airlines,Townsville,Brisbane,359,356,2019,10
All Airlines,Townsville,Cairns,152,151,2019,10
All Airlines,Townsville,Sydney,54,54,2019,10
All Airlines,Wagga Wagga,Sydney,252,251,2019,10
Jetstar,Adelaide,Brisbane,22,22,2019,11
Jetstar,Adelaide,Gold Coast,26,26,2019,11
Jetstar,Adelaide,Melbourne,103,94,2019,11
Jetstar,Adelaide,Perth,22,22,2019,11
Jetstar,Adelaide,Sydney,119,113,2019,11
Jetstar,Ayers Rock,Sydney,25,25,2019,11
Jetstar,Ballina,Sydney,68,68,2019,11
Jetstar,Brisbane,Adelaide,22,22,2019,11
Jetstar,Brisbane,Cairns,86,85,2019,11
Jetstar,Brisbane,Darwin,18,18,2019,11
Jetstar,Brisbane,Hobart,30,30,2019,11
Jetstar,Brisbane,Mackay,30,30,2019,11
Jetstar,Brisbane,Melbourne,120,117,2019,11
Jetstar,Brisbane,Newcastle,82,80,2019,11
Jetstar,Brisbane,Proserpine,30,30,2019,11
Jetstar,Brisbane,Sydney,158,147,2019,11
Jetstar,Brisbane,Townsville,41,41,2019,11
Jetstar,Cairns,Brisbane,86,86,2019,11
Jetstar,Cairns,Melbourne,86,85,2019,11
Jetstar,Cairns,Sydney,78,75,2019,11
Jetstar,Darwin,Brisbane,18,18,2019,11
Jetstar,Darwin,Melbourne,17,17,2019,11
Jetstar,Darwin,Sydney,15,15,2019,11
Jetstar,Gold Coast,Adelaide,26,26,2019,11
Jetstar,Gold Coast,Melbourne,161,159,2019,11
Jetstar,Gold Coast,Sydney,267,258,2019,11
Jetstar,Hamilton Island,Sydney,19,19,2019,11
Jetstar,Hobart,Brisbane,30,30,2019,11
Jetstar,Hobart,Melbourne,173,170,2019,11
Jetstar,Hobart,Sydney,100,98,2019,11
Jetstar,Launceston,Melbourne,132,131,2019,11
Jetstar,Launceston,Sydney,48,47,2019,11
Jetstar,Mackay,Brisbane,30,30,2019,11
Jetstar,Melbourne,Adelaide,104,96,2019,11
Jetstar,Melbourne,Brisbane,120,118,2019,11
Jetstar,Melbourne,Cairns,86,85,2019,11
Jetstar,Melbourne,Darwin,17,17,2019,11
Jetstar,Melbourne,Gold Coast,160,160,2019,11
Jetstar,Melbourne,Hobart,173,171,2019,11
Jetstar,Melbourne,Launceston,132,131,2019,11
Jetstar,Melbourne,Newcastle,88,88,2019,11
Jetstar,Melbourne,Perth,52,49,2019,11
Jetstar,Melbourne,Sunshine Coast,81,79,2019,11
Jetstar,Melbourne,Sydney,382,357,2019,11
Jetstar,Newcastle,Brisbane,82,80,2019,11
Jetstar,Newcastle,Melbourne,88,87,2019,11
Jetstar,Perth,Adelaide,22,21,2019,11
Jetstar,Perth,Melbourne,52,48,2019,11
Jetstar,Perth,Sydney,26,25,2019,11
Jetstar,Proserpine,Brisbane,30,30,2019,11
Jetstar,Proserpine,Sydney,15,13,2019,11
Jetstar,Sunshine Coast,Melbourne,82,80,2019,11
Jetstar,Sunshine Coast,Sydney,106,103,2019,11
Jetstar,Sydney,Adelaide,117,113,2019,11
Jetstar,Sydney,Ayers Rock,25,25,2019,11
Jetstar,Sydney,Ballina,68,68,2019,11
Jetstar,Sydney,Brisbane,157,146,2019,11
Jetstar,Sydney,Cairns,77,75,2019,11
Jetstar,Sydney,Darwin,15,15,2019,11
Jetstar,Sydney,Gold Coast,266,258,2019,11
Jetstar,Sydney,Hamilton Island,19,19,2019,11
Jetstar,Sydney,Hobart,100,99,2019,11
Jetstar,Sydney,Launceston,47,47,2019,11
Jetstar,Sydney,Melbourne,383,355,2019,11
Jetstar,Sydney,Perth,26,26,2019,11
Jetstar,Sydney,Proserpine,13,13,2019,11
Jetstar,Sydney,Sunshine Coast,106,104,2019,11
Jetstar,Sydney,Townsville,22,22,2019,11
